name,rd_total,ed_total,na_total,rd_pct,ed_pct,na_pct
Scopus,22574597,1762295,353769,0.9142969886468411,0.07137495973648049,0.014328048401670762
OpenAlex,23672406,1009531,8724,0.9587595083015396,0.04088715813639207,3.5333196007967887e-4
